u g r i z y
0.25 0.25 2.1664820538336325 6.579599854878593 19.290677268565876 42.703535644319096
0.25 0.25 2.167785868132826 6.583468810582131 19.301779376189945 42.72326114671777
0.25 0.25 2.1690896824320194 6.587337766285669 19.312881483814017 42.74298664911644
0.25 0.25 2.1703934967312133 6.591206721989208 19.32398359143809 42.76278968913054
0.25 0.25 2.171697311030407 6.595075677692748 19.335085699062166 42.78263550699411
0.25 0.25 2.173001125329601 6.598944633396286 19.34618780668624 42.802481324857666
0.25 0.25 2.1743049396287946 6.602813589099824 19.357289914310307 42.82232714272122
0.25 0.25 2.175608753927988 6.606682544803363 19.36839202193438 42.842172960584776
0.25 0.25 2.1769125682271815 6.610551500506901 19.37949412955845 42.86201877844833
0.25 0.25 2.178216382526376 6.614420456210441 19.39059623718253 42.88186459631189
0.25 0.25 2.1795201968255693 6.618289411913979 19.401698344806597 42.90171041417545
0.25 0.25 2.1808240111247628 6.6221583676175175 19.41280045243067 42.921556232039
0.25 0.25 2.1821278254239562 6.626027323321056 19.423902560054742 42.94140204990256
0.25 0.25 2.1834316397231497 6.629896279024594 19.43500466767881 42.96124786776611
0.25 0.25 2.184735454022344 6.633765234728134 19.44610677530289 42.98109368562968
0.25 0.25 2.1860392683215375 6.6376341904316725 19.45720888292696 43.000939503493235
0.25 0.25 2.1873430826207314 6.641503146135211 19.468310990551032 43.02078532135679
0.25 0.25 2.188646896919925 6.645372101838749 19.4794130981751 43.040631139220345
0.25 0.25 2.1899507112191183 6.649241057542287 19.490515205799174 43.0604769570839
0.25 0.25 2.1912545255183127 6.653110013245827 19.50161731342325 43.08032277494746
0.25 0.25 2.192558339817506 6.656978968949366 19.512719421047322 43.100168592811016
0.25 0.25 2.1938621541166996 6.660847924652904 19.523821528671395 43.12001441067457
0.25 0.25 2.195165968415893 6.664716880356441 19.534923636295463 43.139860228538126
0.25 0.2504209301583001 2.196469782715087 6.66858583605998 19.546025743919536 43.15970604640168
0.25 0.2509334723623086 2.197773597014281 6.672454791763521 19.557127851543612 43.17955186426525
0.25 0.2514460145663169 2.199077411313475 6.676323747467059 19.568229959167684 43.199397682128804
0.25 0.2519585567703251 2.2003812256126682 6.680192703170596 19.579332066791757 43.21924349999236
0.25 0.25247109897433334 2.2016850399118617 6.684061658874135 19.590434174415826 43.239089317855914
0.25 0.25298364117834155 2.202988854211055 6.687930614577673 19.6015362820399 43.258989558330065
0.25 0.2534961833823501 2.2042926685102495 6.691799570281213 19.612638389663974 43.27895625418043
0.25 0.2540087255863583 2.205596482809443 6.695668525984751 19.623740497288047 43.29892295003078
0.25 0.25452126779036655 2.2069002971086364 6.6995374816882896 19.634842604912116 43.318889645881136
0.25 0.2550338099943748 2.20820411140783 6.703406437391828 19.64594471253619 43.338856341731486
0.25 0.255546352198383 2.209507925707024 6.707275393095366 19.65704682016026 43.35882303758184
0.25 0.25605889440239155 2.2108117400062177 6.711144348798906 19.668148927784337 43.37878973343221
0.25 0.25657143660639975 2.2121155543054116 6.7150133045024445 19.67925103540841 43.39875642928256
0.25 0.257083978810408 2.213419368604605 6.718882260205983 19.69035314303248 43.418723125132914
0.25 0.2575965210144162 2.2147231829037985 6.722751215909521 19.70145525065655 43.438689820983264
0.25 0.2581090632184245 2.216026997202992 6.726620171613059 19.71255735828062 43.45865651683362
0.25 0.25862160542243295 2.2173308115021864 6.730489127316599 19.7236594659047 43.478623212683985
0.25 0.2591341476264412 2.21863462580138 6.734358083020138 19.73476157352877 43.498589908534335
0.25 0.2596466898304495 2.2199384401005733 6.738227038723676 19.74586368115284 43.518556604384685
0.25 0.2601592320344577 2.221242254399767 6.742095994427214 19.75712356895127 43.53852330023504
0.25 0.26067177423846594 2.2225460686989607 6.745964950130753 19.768477147375382 43.55848999608539
0.25 0.2611843164424744 2.223849882998155 6.749833905834293 19.779830725799503 43.578456691935756
0.25 0.2616968586464827 2.2251536972973485 6.7539569396762165 19.791184304223616 43.59842338778611
0.25 0.2622094008504909 2.226457511596542 6.75809137035164 19.80253788264773 43.61839008363646
0.25 0.26272194305449914 2.2277613258957354 6.762225801027064 19.813891461071844 43.63835677948682
0.25 0.26323448525850734 2.229065140194929 6.766360231702488 19.825245039495957 43.65832347533717
0.25 0.2637470274625159 2.230368954494123 6.770494662377914 19.836598617920075 43.678290171187534
0.25 0.26425956966652414 2.2316727687933167 6.7746290930533375 19.84795219634419 43.69825686703789
0.25 0.26477211187053235 2.23297658309251 6.778763523728761 19.859305774768302 43.71822356288824
0.25 0.2652846540745406 2.2342803973917036 6.782897954404185 19.870659353192416 43.7381902587386
0.25 0.2657971962785488 2.2355842116908975 6.787032385079609 19.88201293161653 43.75820656702029
0.25 0.26630973848255735 2.2368880259900914 6.791166815755035 19.89336651004065 43.77829470480296
0.25 0.26682228068656555 2.2381918402892853 6.7953012464304585 19.904720088464764 43.79838284258561
0.25 0.2673348228905738 2.2394956545884788 6.799435677105882 19.916073666888877 43.81847098036827
0.25 0.267847365094582 2.2407994688876722 6.803570107781306 19.92742724531299 43.838559118150926
0.25 0.2683599072985903 2.2421032831868657 6.80770453845673 19.938780823737105 43.85864725593358
0.25 0.2688724495025988 2.24340709748606 6.811838969132156 19.950134402161222 43.87873539371625
0.25 0.269384991706607 2.2447109117852535 6.8159733998075795 19.961487980585336 43.898823531498905
0.25 0.2698975339106153 2.246014726084447 6.820107830483003 19.97284155900945 43.91891166928156
0.25 0.2704100761146235 2.247318540383641 6.824242261158427 19.984195137433563 43.938999807064214
0.25 0.27092261831863174 2.2486223546828343 6.828376691833851 19.995548715857677 43.95908794484687
0.25 0.2714351605226402 2.2499261689820287 6.832511122509277 20.006902294281797 43.979176082629536
0.25 0.2719477027266485 2.2514848337775883 6.836645553184701 20.01825587270591 43.99926422041219
0.25 0.2724602449306567 2.2530587962376485 6.840779983860124 20.029609451130025 44.01935235819485
0.25 0.27297278713466494 2.2546327586977086 6.844914414535548 20.04096302955414 44.03944049597751
0.25 0.2734853293386732 2.2562067211577688 6.849048845210972 20.052316607978252 44.05952863376016
0.25 0.2739978715426817 2.25778068361783 6.853183275886398 20.06367018640237 44.07961677154283
0.25 0.27451041374668994 2.2593546460778904 6.857317706561822 20.075023764826483 44.09970490932548
0.25 0.27502295595069814 2.2609286085379505 6.8614521372372455 20.086377343250597 44.11979304710814
0.25 0.2755354981547064 2.2625025709980107 6.865586567912669 20.09773092167471 44.1398811848908
0.25 0.2760480403587146 2.264076533458071 6.869720998588093 20.109084500098824 44.159969322673454
0.25 0.27656058256272315 2.265650495918132 6.873855429263519 20.120438078522945 44.18005746045612
0.25 0.27707312476673135 2.267224458378192 6.877989859938943 20.13179165694706 44.20014559823878
0.25 0.2775856669707396 2.268798420838252 6.8821242906143665 20.143145235371172 44.220233736021434
0.25 0.2780982091747478 2.2703723832983127 6.88625872128979 20.154498813795286 44.240321873804085
0.25 0.27861075137875607 2.271946345758373 6.890393151965214 20.1658523922194 44.260473237825124
0.25 0.2791232935827646 2.273520308218434 6.89452758264064 20.177205970643517 44.280683382906005
0.25 0.2796358357867728 2.275094270678494 6.898662013316064 20.18855954906763 44.30089352798687
0.25 0.2801483779907811 2.276668233138554 6.9027964439914875 20.199913127491744 44.321103673067746
0.25 0.2806609201947893 2.2782421955986143 6.906930874666911 20.211266705915858 44.34131381814861
0.25 0.28117346239879754 2.2798161580586744 6.911065305342335 20.22262028433997 44.36152396322949
0.25 0.281686004602806 2.281390120518736 6.915199736017761 20.233973862764092 44.38173410831037
0.25 0.2821985468068143 2.282964082978796 6.919334166693185 20.245327441188206 44.401944253391235
0.25 0.28271108901082254 2.284538045438856 6.9234685973686085 20.256832019506405 44.42215439847211
0.25 0.28322363121483074 2.2861120078989163 6.927603028044032 20.268442203843843 44.442364543552976
0.25 0.283736173418839 2.2876859703589765 6.931737458719456 20.28005238818128 44.46257468863384
0.25 0.2842487156228475 2.2892599328190375 6.935871889394882 20.29166257251872 44.48278483371473
0.25 0.28476125782685574 2.2908338952790976 6.940006320070306 20.30327275685616 44.5029949787956
0.25 0.28527380003086394 2.292407857739158 6.94414075074573 20.314882941193595 44.523205123876465
0.25 0.2857863422348722 2.2939818201992184 6.948275181421153 20.326493125531034 44.54341526895734
0.25 0.2862988844388804 2.2955557826592785 6.952409612096577 20.33810330986847 44.563625414038206
0.25 0.28681142664288894 2.2971297451193395 6.956544042772003 20.34971349420591 44.58383555911909
0.25 0.28732396884689715 2.2987037075793997 6.960678473447427 20.36132367854335 44.60404570419996
0.25 0.2878365110509054 2.30027767003946 6.964812904122851 20.372933862880785 44.62425584928083
0.25 0.28834905325491367 2.30185163249952 6.968947334798274 20.38454404721822 44.6444659943617
0.25 0.28886159545892187 2.30342559495958 6.973081765473698 20.39615423155566 44.66467613944257
0.25 0.2893741376629304 2.3049995574196416 6.977216196149124 20.4077644158931 44.68488628452345
0.25 0.2898866798669386 2.3065735198797017 6.981350626824548 20.41937460023054 44.70509642960432
0.25 0.29039922207094687 2.308147482339762 6.985485057499972 20.430984784567976 44.72530657468519
0.25 0.2909117642749551 2.309721444799822 6.9896194881753955 20.44259496890541 44.74551671976606
0.25 0.29142430647896334 2.311295407259882 6.993753918850819 20.45420515324285 44.765822247933144
0.25 0.2919368486829719 2.312869369719943 6.997888349526245 20.465815337580292 44.78615496709535
0.25 0.2924493908869801 2.3144433321800033 7.002022780201669 20.47742552191773 44.80648768625754
0.25 0.29296193309098834 2.316017294640064 7.006157210877093 20.489035706255166 44.82682040541973
0.25 0.29347447529499654 2.317591257100124 7.0102916415525165 20.5006458905926 44.84715312458192
0.25 0.2939870174990048 2.319165219560184 7.01442607222794 20.51225607493004 44.867485843744106
0.25 0.2944995597030133 2.320739182020245 7.018560502903366 20.523866259267482 44.88781856290631
0.25 0.29501210190702154 2.3223131444803053 7.02269493357879 20.535476443604917 44.9081512820685
0.25 0.29552464411102974 2.3238871069403655 7.026829364254214 20.547086627942356 44.92848400123069
0.25 0.296037186315038 2.3254610694004256 7.0309637949296375 20.55869681227979 44.948816720392884
0.25 0.29654972851904626 2.327035031860486 7.035098225605061 20.57030699661723 44.969149439555075
0.25 0.29706227072305447 2.3286089943205464 7.039232656280485 20.581917180954665 44.989482158717266
0.25 0.297574812927063 2.3301829567806074 7.043367086955911 20.593527365292108 45.009814877879464
0.25 0.2980873551310712 2.3317569192406675 7.047501517631335 20.605137549629546 45.030147597041655
0.25 0.29859989733507947 2.3333308817007277 7.0516359483067586 20.61674773396698 45.050480316203846
0.25 0.29911243953908767 2.334904844160788 7.055770378982182 20.62835791830442 45.07081303536604
0.25 0.29962498174309593 2.336478806620848 7.059904809657606 20.639968102641856 45.09114575452823
0.25 0.3001375239471044 2.3380527690809094 7.064039240333032 20.651578286979298 45.111478473690426
0.25 0.30065006615111267 2.3396267315409696 7.068173671008456 20.663188471316737 45.131811192852616
0.25 0.3011626083551209 2.3412006940010297 7.07230810168388 20.674798655654172 45.15214391201481
0.25 0.30167515055912913 2.34277465646109 7.076442532359303 20.68640883999161 45.172476631177
0.25 0.3021876927631374 2.34434861892115 7.080576963034727 20.698019024329046 45.19280935033919
0.25 0.3027002349671459 2.345922581381211 7.084711393710153 20.709629208666488 45.213142069501394
0.25 0.30321277717115414 2.347496543841271 7.088845824385577 20.721239393003927 45.233474788663585
0.25 0.30372531937516234 2.3490705063013317 7.092980255061001 20.732849577341362 45.253830567466
0.25 0.3042378615791706 2.350644468761392 7.0971146857364245 20.7444597616788 45.27428642890657
0.25 0.3047504037831788 2.352218431221452 7.101249116411848 20.756206835422034 45.29474229034715
0.25 0.30526294598718734 2.353792393681513 7.105383547087274 20.768078852604603 45.31519815178774
0.25 0.3057754881911956 2.355366356141573 7.109517977762698 20.779950869787164 45.335654013228314
0.25 0.3062880303952038 2.3569403186016333 7.113652408438122 20.791822886969722 45.35610987466889
0.25 0.30680057259921206 2.3585142810616935 7.1177868391135455 20.803694904152284 45.37656573610947
0.25 0.30731311480322027 2.360088243521754 7.121921269788969 20.815566921334845 45.397021597550044
0.25 0.3078256570072288 2.361662205981815 7.126055700464395 20.82743893851741 45.41747745899063
0.25 0.308338199211237 2.3632361684418752 7.130190131139819 20.839310955699972 45.437933320431206
0.25 0.30885074141524527 2.3648101309019354 7.134324561815243 20.851182972882533 45.45838918187179
0.25 0.30936328361925347 2.3663840933619955 7.1384589924906665 20.86305499006509 45.47884504331236
0.25 0.30987582582326173 2.3679580558220557 7.14259342316609 20.874927007247653 45.49930090475294
0.25 0.3103883680272702 2.3695320182821167 7.146727853841516 20.88679902443022 45.51975676619353
0.25 0.31090091023127847 2.371105980742177 7.15086228451694 20.89867104161278 45.540212627634105
0.25 0.31141345243528673 2.3726799432022374 7.154996715192364 20.91054305879534 45.56066848907468
0.25 0.31192599463929493 2.3742539056622975 7.1591311458677875 20.922415075977902 45.58112435051526
0.25 0.3124385368433032 2.3758278681223577 7.163265576543211 20.93428709316046 45.601580211955834
0.25 0.3129510790473117 2.3774018305824187 7.167400007218637 20.94615911034303 45.62203607339642
0.25 0.31346362125131993 2.378975793042479 7.171534437894061 20.958031127525587 45.642491934837
0.25 0.3139761634553282 2.380549755502539 7.175668868569485 20.969903144708148 45.66294779627758
0.25 0.3144887056593364 2.382123717962599 7.179803299244909 20.98177516189071 45.68340365771815
0.25 0.3150012478633446 2.3836976804226597 7.183937729920332 20.99364717907327 45.703859519158726
0.25 0.31551379006735314 2.3852716428827208 7.188072160595758 21.005519196255836 45.724315380599315
0.25 0.3160263322713614 2.386845605342781 7.192206591271182 21.017391213438398 45.744771242039896
0.25 0.3165388744753696 2.388419567802841 7.196341021946606 21.029263230620955 45.76531919315841
0.25 0.31705141667937786 2.389993530262901 7.20047545262203 21.041135247803517 45.78589876648514
0.25 0.31756395888338607 2.3915674927229613 7.204609883297453 21.05300726498608 45.80647833981186
0.25 0.3180765010873946 2.3931414551830223 7.208744313972879 21.064879282168643 45.827057913138596
0.25 0.3185890432914028 2.3947154176430825 7.212878744648303 21.076751299351205 45.84763748646532
0.25 0.31910158549541107 2.396289380103143 7.217013175323727 21.088623316533766 45.868217059792045
0.25 0.3196141276994193 2.397863342563203 7.221147605999151 21.100495333716324 45.888796633118766
0.25 0.32012666990342753 2.3994373050232634 7.2252820366745745 21.112367350898886 45.909376206445486
0.25 0.32063921210743607 2.4010112674833244 7.22941646735 21.124239368081454 45.92995577977222
0.25 0.32115175431144427 2.4025852299433845 7.233550898025424 21.136111385264012 45.95053535309895
0.25 0.32166429651545253 2.4041591924034447 7.237685328700848 21.147983402446574 45.97111492642567
0.25 0.32217683871946073 2.405733154863505 7.241819759376272 21.159855419629135 45.99169449975239
0.25 0.322689380923469 2.4073071173235654 7.2459541900516955 21.171727436811693 46.01227407307912
0.25 0.32320192312747753 2.4088810797836264 7.250094665164242 21.183599453994262 46.032853646405854
0.25 0.32371446533148573 2.4104550422436866 7.254511087503009 21.195471471176823 46.053433219732575
0.25 0.32422700753549394 2.4120290047037467 7.258927509841776 21.20734348835938 46.074012793059296
0.25 0.3247395497395022 2.413602967163807 7.263343932180543 21.219215505541943 46.094592366386024
0.25 0.32525209194351046 2.415176929623867 7.267760354519311 21.231087522724504 46.115171939712745
0.25 0.32576463414751894 2.416750892083928 7.27217677685808 21.24295953990707 46.13575151303948
0.25 0.3262771763515272 2.4183248545439886 7.2765931991968476 21.25494028039056 46.1563310863662
0.25 0.3267897185555354 2.4198988170040487 7.281009621535614 21.26707945055772 46.17691065969293
0.25 0.32730226075954366 2.421472779464109 7.285426043874382 21.279218620724883 46.19749023301965
0.25 0.32781480296355187 2.423046741924169 7.289842466213149 21.291357790892043 46.21806980634637
0.25 0.3283273451675604 2.42462070438423 7.294258888551918 21.303496961059214 46.238649379673106
0.25 0.32883988737156866 2.42619466684429 7.298675310890686 21.315636131226373 46.25928468792867
0.25 0.32935242957557687 2.4277686293043503 7.3030917332294525 21.327775301393537 46.2799885441567
0.25 0.32986497177958507 2.429342591764411 7.30750815556822 21.339914471560697 46.30069240038473
0.25 0.33037751398359333 2.430916554224471 7.3119245779069875 21.35205364172786 46.32139625661277
0.25 0.33089005618760187 2.432490516684532 7.316341000245757 21.364192811895027 46.34210011284081
0.25 0.33140259839161007 2.4340644791445922 7.320757422584524 21.37633198206219 46.36280396906885
0.25 0.33191514059561833 2.4356384416046524 7.325173844923291 21.38847115222935 46.38350782529688
0.25 0.33242768279962653 2.4372124040647125 7.329590267262058 21.400610322396513 46.40421168152491
0.25 0.3329402250036348 2.4387863665247727 7.334006689600826 21.412749492563673 46.424915537752945
0.25 0.3334527672076433 2.440360328984834 7.338423111939595 21.424888662730844 46.44561939398099
0.25 0.33396530941165153 2.4419342914448943 7.342839534278363 21.437027832898004 46.46632325020903
0.25 0.3344778516156598 2.4435082539049544 7.347255956617129 21.449167003065167 46.48702710643706
0.25 0.334990393819668 2.4450822163650145 7.351672378955897 21.461306173232327 46.50773096266509
0.25 0.33550293602367626 2.4466561788250747 7.356088801294664 21.47344534339949 46.528434818893125
0.25 0.33601547822768474 2.4482301412851357 7.360505223633433 21.485584513566657 46.54913867512117
0.25 0.336528020431693 2.449804103745196 7.364921645972201 21.49772368373382 46.5698425313492
0.25 0.3370405626357012 2.4513780662052564 7.3693380683109675 21.50986285390098 46.59054638757724
0.25 0.33755310483970946 2.4529520286653166 7.373754490649735 21.522002024068144 46.61125024380527
0.25 0.33806564704371767 2.4545259911253767 7.3781709129885025 21.534141194235303 46.631954100033305
0.25 0.3385781892477262 2.4560999535854378 7.382587335327272 21.546280364402474 46.65265795626135
0.25 0.3390907314517344 2.457673916045498 7.387003757666039 21.558419534569634 46.67336181248938
0.25 0.33960327365574267 2.459247878505558 7.391420180004806 21.570558704736797 46.69406566871742
0.25 0.3401158158597509 2.460821840965618 7.395836602343573 21.582697874903957 46.71476952494545
0.25 0.34062835806375913 2.4623958034256788 7.400253024682341 21.59483704507112 46.735473381173485
0.25 0.34114090026776767 2.46396976588574 7.40466944702111 21.606976215238287 46.756214489445185
0.25 0.34165344247177587 2.4655437283458 7.409085869359878 21.61911538540545 46.777043200993774
0.25 0.34216598467578413 2.46711769080586 7.413502291698644 21.63125455557261 46.79787191254237
0.25 0.3426785268797924 2.46869165326592 7.417918714037412 21.643393725739774 46.818700624090965
0.25 0.3431910690838006 2.4702656157259804 7.422335136376178 21.655532895906934 46.83952933563956
0.25 0.34370361128780913 2.4718395781860414 7.426751558714948 21.667672066074104 46.860358047188164
0.25 0.34421615349181733 2.4734135406461015 7.431167981053716 21.679811236241264 46.88118675873676
0.25 0.3447286956958256 2.474987503106162 7.4355844033924825 21.691950406408427 46.902015470285356
0.25 0.3452412378998338 2.4765614655662223 7.44000082573125 21.704089576575587 46.922844181833945
0.25 0.34575378010384206 2.4781354280262824 7.444417248070017 21.71622874674275 46.94367289338254
0.25 0.3462663223078506 2.4797093904863434 7.448833670408787 21.728367916909917 46.96450160493115
0.25 0.3467788645118588 2.4812833529464036 7.453250092747554 21.74050708707708 46.98533031647974
0.25 0.347291406715867 2.4828573154064637 7.457666515086321 21.752705675173353 47.006159028028335
0.25 0.34780394891987526 2.484431277866524 7.462082937425088 21.76511741307898 47.02698773957693
0.25 0.3483164911238835 2.4860052403265844 7.466499359763855 21.777529150984606 47.04781645112553
0.25 0.348829033327892 2.4875792027866455 7.470915782102625 21.78994088889024 47.06864516267413
0.25 0.34934157553190026 2.4891531652467056 7.475332204441392 21.802352626795862 47.089473874222726
0.25 0.34985411773590847 2.4907271277067657 7.479748626780159 21.81476436470149 47.11030258577132
0.25 0.3503666599399167 2.492301090166826 7.484165049118927 21.827176102607115 47.13113129731991
0.25 0.35087920214392493 2.493875052626886 7.488581471457693 21.839587840512742 47.15196000886851
0.25 0.35139174434793347 2.495449015086947 7.492997893796463 21.851999578418376 47.17278872041712
0.25 0.3519042865519417 2.4970229775470076 7.49741431613523 21.864411316324 47.193617431965706
0.25 0.35241682875594993 2.498596940007068 7.5018307384739975 21.876823054229625 47.2144461435143
0.25 0.35292937095995813 2.500170902467128 7.506247160812765 21.88923479213525 47.2352748550629
0.25 0.3534419131639664 2.501744864927188 7.510663583151532 21.90164653004088 47.25614032189098
0.25 0.35395445536797493 2.503318827387249 7.515080005490302 21.914058267946512 47.277094462580145
0.25 0.35446699757198313 2.5048927898473092 7.519496427829068 21.92647000585214 47.298048603269294
0.25 0.3549795397759914 2.5064667523073694 7.523912850167836 21.93888174375776 47.31900274395844
0.25 0.3554920819799996 2.5080407147674295 7.528329272506603 21.951293481663388 47.33995688464759
0.25 0.35600462418400786 2.50961467722749 7.53274569484537 21.963705219569015 47.36091102533674
0.25 0.35651716638801634 2.511188639687551 7.53716211718414 21.976116957474648 47.381865166025904
0.25 0.3570297085920246 2.5127626021476113 7.541578539522907 21.988528695380275 47.40281930671505
0.25 0.35754225079603286 2.5143365646076714 7.545994961861674 22.000940433285898 47.4237734474042
0.25 0.35805479300004106 2.5159105270677316 7.550411384200442 22.013352171191524 47.44472758809335
0.25 0.3585673352040493 2.5174844895277917 7.554827806539208 22.02576390909715 47.4656817287825
0.25 0.3590798774080578 2.5190584519878527 7.559244228877978 22.038175647002785 47.48663586947166
0.25 0.35959241961206606 2.5206324144479133 7.563660651216745 22.05058738490841 47.50759001016081
0.25 0.36010496181607426 2.5222063769079734 7.5680770735555125 22.062999122814038 47.52854415084996
0.25 0.3606175040200825 2.5237803393680336 7.57249349589428 22.07541086071966 47.54949829153911
0.25 0.36113004622409073 2.5253543018280937 7.576909918233047 22.087822598625287 47.570452432228265
0.25 0.361642588428099 2.526928264288154 7.581326340571814 22.100234336530914 47.591406572917414
0.25 0.36215513063210747 2.528502226748215 7.585742762910583 22.112646074436547 47.61236071360657
0.25 0.36266767283611573 2.530076189208275 7.590159185249351 22.125057812342174 47.63331485429572
0.25 0.363180215040124 2.5316501516683356 7.594575607588118 22.137469550247797 47.654268994984875
0.25 0.3636927572441322 2.5332241141283958 7.598992029926885 22.149881288153423 47.675223135674024
0.25 0.36420529944814045 2.534798076588456 7.603408452265652 22.16229302605905 47.69617727636317
0.25 0.36471784165214893 2.536372039048517 7.607824874604422 22.174704763964684 47.717131417052336
0.25 0.3652303838561572 2.537946001508577 7.612241296943189 22.18711650187031 47.738085557741485
0.25 0.36574292606016545 2.539519963968637 7.616657719281957 22.199528239775937 47.759094057204564
0.25 0.36625546826417366 2.5410939264286974 7.621074141620723 22.21193997768156 47.78017420225164
0.25 0.36676801046818186 2.542667888888758 7.625490563959491 22.224351715587186 47.80125434729871
0.25 0.3672805526721904 2.544241851348819 7.62990698629826 22.23676345349282 47.822334492345796
0.25 0.36779309487619866 2.545815813808879 7.6343234086370275 22.249175191398447 47.84341463739287
0.25 0.36830563708020686 2.5473897762689393 7.638739830975794 22.2618465284276 47.86449478243994
0.25 0.3688181792842151 2.5489637387289994 7.643156253314562 22.27453634486441 47.88557492748702
0.25 0.3693307214882233 2.5505377011890595 7.647572675653329 22.287226161301216 47.90665507253409
0.25 0.36984326369223186 2.5521116636491206 7.651989097992098 22.29991597773803 47.92773521758118
0.25 0.37035580589624006 2.553685626109181 7.656405520330866 22.31260579417484 47.94881536262825
0.25 0.3708683481002483 2.5552595885692413 7.6608219426696325 22.325295610611647 47.969895507675325
0.25 0.3713808903042566 2.5568335510293014 7.6652383650084 22.337985427048455 47.990975652722405
0.25 0.3718934325082648 2.5584075134893616 7.669654787347167 22.350675243485263 48.01205579776948
0.25 0.3724059747122733 2.5599814759494226 7.674071209685937 22.363365059922074 48.033135942816564
0.25 0.37291851691628153 2.5615554384094827 7.678487632024704 22.376054876358882 48.05421608786364
0.25 0.3734310591202898 2.563129400869543 7.682904054363471 22.38874469279569 48.07529623291071
0.25 0.373943601324298 2.5647033633296035 7.687320476702238 22.401434509232498 48.09637637795779
0.25 0.37445614352830625 2.5662773257896636 7.691736899041006 22.414124325669306 48.11745652300486
0.25 0.3749686857323148 2.5678512882497246 7.696153321379775 22.42681414210612 48.13853666805195
0.25 0.375481227936323 2.569425250709785 7.7005697437185425 22.43950395854293 48.15961681309902
0.25 0.3759937701403312 2.570999213169845 7.704986166057309 22.452193774979737 48.18069695814609
0.25 0.37650631234433946 2.572573175629905 7.709402588396077 22.464883591416545 48.201777103193166
0.25 0.3770188545483477 2.574147138089965 7.713819010734844 22.477573407853352 48.222857248240246
0.25 0.37753139675235625 2.5757211005500267 7.718235433073613 22.490263224290167 48.24393739328733
0.25 0.37804393895636446 2.577295063010087 7.722651855412381 22.502953040726972 48.265107714875136
0.25 0.37855648116037266 2.578869025470147 7.7270682777511475 22.51564285716378 48.28631444089149
0.25 0.3790690233643809 2.580442987930207 7.731484700089915 22.528332673600588 48.30752116690783
0.25 0.3795815655683892 2.5820169503902672 7.735901122428682 22.541022490037395 48.328727892924185
0.25 0.38009410777239766 2.5835909128503283 7.740317544767452 22.55371230647421 48.349934618940544
0.25 0.3806066499764059 2.5851648753103884 7.744733967106219 22.56640212291102 48.37114134495689
0.25 0.3811191921804141 2.586738837770449 7.749150389444986 22.579091939347826 48.39234807097324
0.25 0.3816317343844223 2.588312800230509 7.753808629337853 22.591781755784634 48.41355479698959
0.25 0.3821442765884306 2.5898867626905693 7.758524469900116 22.604471572221442 48.43476152300594
0.25 0.3826568187924391 2.5914607251506303 7.763240310462381 22.617161388658257 48.4559682490223
0.25 0.3831693609964474 2.5930346876106904 7.767956151024643 22.62985120509506 48.47717497503864
0.25 0.3836819032004556 2.5946086500707506 7.772671991586906 22.64254102153187 48.498381701054996
0.25 0.3841944454044638 2.5961826125308107 7.777387832149168 22.655230837968677 48.51958842707134
0.25 0.38470698760847205 2.5977565749908713 7.782103672711431 22.667920654405485 48.54079515308769
0.25 0.38521952981248053 2.599330537450932 7.786819513273696 22.6806104708423 48.56200187910405
0.25 0.3857320720164888 2.6009044999109925 7.791535353835958 22.693300287279108 48.5832086051204
0.25 0.38624461422049705 2.6024784623710526 7.796251194398221 22.705990103715916 48.60441533113675
0.25 0.38675715642450526 2.6040524248311128 7.800967034960483 22.718679920152724 48.625622057153095
0.25 0.38726969862851346 2.605626387291173 7.805682875522746 22.73136973658953 48.64682878316945
0.25 0.387782240832522 2.607200349751234 7.810398716085011 22.744059553026347 48.668035509185806
0.25 0.38829478303653026 2.608774312211294 7.8151145566472735 22.7569002547868 48.68924223520215
0.25 0.3888073252405385 2.610348274671354 7.819830397209536 22.7698737580288 48.7104489612185
0.25 0.3893198674445467 2.611922237131415 7.8245462377717985 22.782847261270806 48.73165568723485
0.25 0.3898324096485549 2.613496199591475 7.829262078334061 22.795820764512808 48.75287957674564
0.25 0.39034495185256346 2.615070162051536 7.833977918896326 22.80879426775482 48.77421346173319
0.25 0.39085749405657166 2.616644124511596 7.838693759458589 22.82176777099682 48.79554734672072
0.25 0.3913700362605799 2.6182180869716563 7.843409600020851 22.834741274238826 48.81688123170825
0.25 0.3918825784645882 2.6197920494317164 7.848125440583114 22.847714777480828 48.838215116695785
0.25 0.3923951206685964 2.6213660118917765 7.852841281145376 22.860688280722833 48.85954900168332
0.25 0.3929076628726049 2.622939974351838 7.857557121707641 22.87366178396484 48.88088288667087
0.25 0.3934202050766131 2.624513936811898 7.862272962269904 22.886635287206847 48.902216771658395
0.25 0.3939327472806214 2.6260878992719583 7.866988802832166 22.89960879044885 48.92355065664593
0.25 0.39444528948462965 2.6276618617320184 7.871704643394429 22.912582293690853 48.94488454163346
0.25 0.39495783168863785 2.6292358241920786 7.876420483956691 22.925555796932855 48.966218426621
0.25 0.3954703738926464 2.6308097866521396 7.881136324518956 22.938529300174867 48.987552311608546
0.25 0.3959829160966546 2.6323837491121997 7.885852165081219 22.95150280341687 49.00888619659608
0.25 0.39649545830066285 2.6339577115722603 7.890568005643481 22.964476306658874 49.03022008158361
